date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:09:25	19974/19974	------	200	untouched ('OK')	text/css	etag:W/%224e06-19c2446e198%22	https://www.nba.com/_next/static/css/df0808ed829def42.css	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/css/df0808ed829def42.css	(from https://www.nba.com/)
18:09:25	156/156	------	403	error ('Forbidden')	text/html	etag:%22135c8a2eed3711999b91d85b41904d27:1735847945.298387%22	https://store.nba.com/custom-shop/c-2642?_s=bm-nbacom-hp-customshop	C:/My%20Web%20Sites/NBA_Clone/store.nba.com/custom-shop/c-2642.918f3d.delayed	(from https://www.nba.com/)
18:09:25	87012/87012	------	200	untouched ('OK')	text/css	etag:W/%22153e4-19c0025b870%22	https://www.nba.com/_next/static/css/da821ec12a94e0ec.css	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/css/da821ec12a94e0ec.css	(from https://www.nba.com/)
18:09:25	24124/24124	------	200	untouched ('OK')	text/css	etag:W/%225e3c-19c2446e198%22	https://www.nba.com/_next/static/css/c26044f33d4e692e.css	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/css/c26044f33d4e692e.css	(from https://www.nba.com/)
18:09:25	156/156	------	403	error ('Forbidden')	text/html	etag:%22135c8a2eed3711999b91d85b41904d27:1735847945.298387%22	https://store.nba.com/hardwood-classics/c-48147129+z-9352503-894010671?_s=bm-nbacom-hp-hardwoodclassics	C:/My%20Web%20Sites/NBA_Clone/store.nba.com/hardwood-classics/c-48147129+z-9352503-894010671.9217d0.delayed	(from https://www.nba.com/)
18:09:25	91460/91460	------	200	untouched ('')	application/javascript	etag:W/%2216544-19c2446e198%22	https://www.nba.com/_next/static/chunks/polyfills-c67a75d1b6f99dc8.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/polyfills-c67a75d1b6f99dc8.js	(from https://www.nba.com/)
18:09:25	19008/19008	------	200	untouched ('')	application/javascript	etag:W/%224a40-19c2446e198%22	https://www.nba.com/_next/static/chunks/webpack-ad5cb5e612bebe77.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/webpack-ad5cb5e612bebe77.js	(from https://www.nba.com/)
18:09:25	140954/140954	------	200	untouched ('')	application/javascript	etag:W/%222269a-19c2446e198%22	https://www.nba.com/_next/static/chunks/framework-6a24ea55bfe2d3c0.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/framework-6a24ea55bfe2d3c0.js	(from https://www.nba.com/)
18:09:25	107615/107615	------	200	untouched ('')	application/javascript	etag:W/%221a45f-19c0025b870%22	https://www.nba.com/_next/static/chunks/main-4e365c0ea722d251.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/main-4e365c0ea722d251.js	(from https://www.nba.com/)
18:09:25	1248261/1248261	------	200	untouched ('')	application/javascript	etag:W/%22130c05-19c2446e198%22	https://www.nba.com/_next/static/chunks/pages/_app-493f8583564adf26.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/pages/_app-493f8583564adf26.js	(from https://www.nba.com/)
18:09:26	30878/30878	------	200	untouched ('')	application/javascript	etag:W/%22789e-19c2446e198%22	https://www.nba.com/_next/static/chunks/99940-3f422e097a2446c4.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/99940-3f422e097a2446c4.js	(from https://www.nba.com/)
18:09:26	33635/33635	------	200	untouched ('')	application/javascript	etag:W/%228363-19c2446e198%22	https://www.nba.com/_next/static/chunks/41470-83ae1d84c0d8f761.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/41470-83ae1d84c0d8f761.js	(from https://www.nba.com/)
18:09:26	9550/9550	------	200	untouched ('')	application/javascript	etag:W/%22254e-19c0025b870%22	https://www.nba.com/_next/static/chunks/72378-c312b46194334a7f.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/72378-c312b46194334a7f.js	(from https://www.nba.com/)
18:09:26	109811/109811	------	200	untouched ('')	application/javascript	etag:W/%221acf3-19c2446e198%22	https://www.nba.com/_next/static/chunks/56642-af9c8326b04710a3.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/56642-af9c8326b04710a3.js	(from https://www.nba.com/)
18:09:26	231044/231044	------	200	untouched ('')	application/javascript	etag:W/%2238684-19c2446e198%22	https://www.nba.com/_next/static/chunks/84974-61b004be80eeca79.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/84974-61b004be80eeca79.js	(from https://www.nba.com/)
18:09:26	7627/7627	------	200	untouched ('')	application/javascript	etag:W/%221dcb-19c2446e198%22	https://www.nba.com/_next/static/chunks/38800-e93f23dce65fc4e2.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/38800-e93f23dce65fc4e2.js	(from https://www.nba.com/)
18:09:26	32821/32821	------	200	untouched ('')	application/javascript	etag:W/%228035-19c2446e198%22	https://www.nba.com/_next/static/chunks/62058-4cc551feda222200.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/62058-4cc551feda222200.js	(from https://www.nba.com/)
18:09:26	38308/38308	------	200	untouched ('')	application/javascript	etag:W/%2295a4-19c2446e198%22	https://www.nba.com/_next/static/chunks/55244-8d102b3fb7d099df.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/55244-8d102b3fb7d099df.js	(from https://www.nba.com/)
18:09:26	15168/15168	------	200	untouched ('')	application/javascript	etag:W/%223b40-19c2446e198%22	https://www.nba.com/_next/static/chunks/12866-afbf8d9eedc0ff4e.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/12866-afbf8d9eedc0ff4e.js	(from https://www.nba.com/)
18:09:26	156/156	------	403	error ('Forbidden')	text/html	etag:%22135c8a2eed3711999b91d85b41904d27:1735847945.298387%22	https://store.nba.com/hats/d-1238400306+z-933233-2567195697?_s=bm-nbacom-hp-hats	C:/My%20Web%20Sites/NBA_Clone/store.nba.com/hats/d-1238400306+z-933233-2567195697.93f1e2.delayed	(from https://www.nba.com/)
18:09:26	16959/16959	------	200	untouched ('')	application/javascript	etag:W/%22423f-19c2446e198%22	https://www.nba.com/_next/static/chunks/15707-1865c441335e71c3.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/15707-1865c441335e71c3.js	(from https://www.nba.com/)
18:09:26	27676/27676	------	200	untouched ('')	application/javascript	etag:W/%226c1c-19c2446e198%22	https://www.nba.com/_next/static/chunks/20592-5a32d8a4b6c043db.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/20592-5a32d8a4b6c043db.js	(from https://www.nba.com/)
18:09:26	20948/20948	------	200	untouched ('')	application/javascript	etag:W/%2251d4-19c2446e198%22	https://www.nba.com/_next/static/chunks/84934-d5c6736757b2c811.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/84934-d5c6736757b2c811.js	(from https://www.nba.com/)
18:09:26	21962/21962	------	200	untouched ('')	application/javascript	etag:W/%2255ca-19c2446e198%22	https://www.nba.com/_next/static/chunks/2139-4229afeece3801f3.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/2139-4229afeece3801f3.js	(from https://www.nba.com/)
18:09:26	12959/12959	------	200	untouched ('')	application/javascript	etag:W/%22329f-19c2446e198%22	https://www.nba.com/_next/static/chunks/52333-36387d01fd2681ef.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/52333-36387d01fd2681ef.js	(from https://www.nba.com/)
18:09:26	14619/14619	------	200	untouched ('')	application/javascript	etag:W/%22391b-19c0025b870%22	https://www.nba.com/_next/static/chunks/90659-4b77e1a9a3e3ca06.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/90659-4b77e1a9a3e3ca06.js	(from https://www.nba.com/)
18:09:26	12412/12412	------	200	untouched ('')	application/javascript	etag:W/%22307c-19c2446e198%22	https://www.nba.com/_next/static/chunks/59380-e3b06bfb0427db9e.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/59380-e3b06bfb0427db9e.js	(from https://www.nba.com/)
18:09:26	6575/6575	------	200	untouched ('')	application/javascript	etag:W/%2219af-19c0025b870%22	https://www.nba.com/_next/static/chunks/45963-76de0cb5893abb47.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/45963-76de0cb5893abb47.js	(from https://www.nba.com/)
18:09:26	13566/13566	------	200	untouched ('')	application/javascript	etag:W/%2234fe-19c2446e198%22	https://www.nba.com/_next/static/chunks/35913-67224ebbc5208264.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/35913-67224ebbc5208264.js	(from https://www.nba.com/)
18:09:26	156/156	------	403	error ('Forbidden')	text/html	etag:%22135c8a2eed3711999b91d85b41904d27:1735847945.298387%22	https://store.nba.com/footwear/d-1294282497+z-957317-2506523281?_s=bm-nbacom-hp-footwear	C:/My%20Web%20Sites/NBA_Clone/store.nba.com/footwear/d-1294282497+z-957317-2506523281.94be84.delayed	(from https://www.nba.com/)
18:09:26	45869/45869	------	200	untouched ('')	application/javascript	etag:W/%22b32d-19c2446e198%22	https://www.nba.com/_next/static/chunks/60805-1774db8dd968c6a1.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/60805-1774db8dd968c6a1.js	(from https://www.nba.com/)
18:09:26	39038/39038	------	200	untouched ('')	application/javascript	etag:W/%22987e-19c0025b870%22	https://www.nba.com/_next/static/chunks/33951-283e30b1439d0d4b.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/33951-283e30b1439d0d4b.js	(from https://www.nba.com/)
18:09:26	8762/8762	------	200	untouched ('')	application/javascript	etag:W/%22223a-19c2446e198%22	https://www.nba.com/_next/static/chunks/42346-16549e6268743e29.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/42346-16549e6268743e29.js	(from https://www.nba.com/)
18:09:26	16272/16272	------	200	untouched ('')	application/javascript	etag:W/%223f90-19c2446e198%22	https://www.nba.com/_next/static/chunks/13300-2310a4c539def3cb.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/13300-2310a4c539def3cb.js	(from https://www.nba.com/)
18:09:26	168229/168229	------	200	untouched ('')	application/javascript	etag:W/%2229125-19c2446e198%22	https://www.nba.com/_next/static/chunks/79129-0564b3994fb791e3.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/79129-0564b3994fb791e3.js	(from https://www.nba.com/)
18:09:26	23603/23603	------	200	untouched ('')	application/javascript	etag:W/%225c33-19c2446e198%22	https://www.nba.com/_next/static/chunks/6210-d6f56934bc5d65ae.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/6210-d6f56934bc5d65ae.js	(from https://www.nba.com/)
18:09:26	38263/38263	------	200	untouched ('')	application/javascript	etag:W/%229577-19c2446e198%22	https://www.nba.com/_next/static/chunks/pages/%5B%5B...root%5D%5D-fcd8e2a4b3b62587.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/chunks/pages/[[...root]]-fcd8e2a4b3b62587.js	(from https://www.nba.com/)
18:09:26	86360/86360	------	200	untouched ('')	application/javascript	etag:W/%2215158-19c2446e198%22	https://www.nba.com/_next/static/zKP4h8wEbBetzcxy2qJ5f/_buildManifest.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/zKP4h8wEbBetzcxy2qJ5f/_buildManifest.js	(from https://www.nba.com/)
18:09:26	77/77	------	200	untouched ('')	application/javascript	etag:W/%224d-19c2446e198%22	https://www.nba.com/_next/static/zKP4h8wEbBetzcxy2qJ5f/_ssgManifest.js	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/_next/static/zKP4h8wEbBetzcxy2qJ5f/_ssgManifest.js	(from https://www.nba.com/)
18:09:26	156/156	------	301	error ('')	text/html		https://auctions.nba.com/iSynApp/showHomePage.action?sid=1101461	C:/My%20Web%20Sites/NBA_Clone/auctions.nba.com/iSynApp/showHomePage.951baf.delayed	(from https://www.nba.com/)
18:09:26	26710/26710	------	200	untouched ('')	application/javascript	date:Thu,%2022%20Feb%202024%2019:52:11%20GMT	https://www.nba.com/akam/13/5da709b7	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/akam/13/5da709b7	(from https://www.nba.com/)
18:09:27	109314/109314	------	200	untouched ('')	text/javascript	etag:270%20/%2020493%20/%20m202602020101%20/%20config-hash:%209738438578335525508	https://securepubads.g.doubleclick.net/tag/js/gpt.js	C:/My%20Web%20Sites/NBA_Clone/securepubads.g.doubleclick.net/tag/js/f.txt	(from https://www.nba.com/)
18:09:27	150415/150415	------	200	untouched ('')	application/javascript	etag:W/%220587892ba0df59d2c0aa0dc75df4bb87%22	https://tags.nba.com/nba-web/prod/utag.js	C:/My%20Web%20Sites/NBA_Clone/tags.nba.com/nba-web/prod/utag.js	(from https://www.nba.com/)
18:09:27	2719/2719	------	200	untouched ('OK')	image/svg+xml	etag:%228e388fac9a907271d1423b0232a57eed%22	https://cdn.nba.com/logos/leagues/logo-nba.svg	C:/My%20Web%20Sites/NBA_Clone/cdn.nba.com/logos/leagues/logo-nba.svg	(from https://www.nba.com/)
18:09:27	356921/356921	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:40:54%20GMT	https://www.nba.com/games	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/games.html	(from https://www.nba.com/)
18:09:27	165461/165461	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:40:57%20GMT	https://nbatickets.nba.com/?cid=nba:tickets:institutional:nbacom:domsites:rd	C:/My%20Web%20Sites/NBA_Clone/nbatickets.nba.com/indexe7a8.html	(from https://www.nba.com/)
18:09:27	200639/200639	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:40:54%20GMT	https://www.nba.com/schedule	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/schedule.html	(from https://www.nba.com/)
18:09:27	370226/370226	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:40:56%20GMT	https://www.nba.com/news/key-dates	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/news/key-dates.html	(from https://www.nba.com/)
18:09:27	200535/200535	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:40:56%20GMT	https://www.nba.com/schedule?bc=NATL&cal=all&region=1	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/schedule7416.html	(from https://www.nba.com/)
18:09:27	156/156	------	301	error ('')	text/html		https://nbagameworn.nba.com/iSynApp/showHomePage.action?sid=1101561	C:/My%20Web%20Sites/NBA_Clone/nbagameworn.nba.com/iSynApp/showHomePage.9608c7.delayed	(from https://www.nba.com/)
18:09:27	203691/203691	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:40:57%20GMT	https://www.nba.com/nba-cup/2025/schedule	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/nba-cup/2025/schedule.html	(from https://www.nba.com/)
18:09:27	200529/200529	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:40:57%20GMT	https://www.nba.com/schedule?bc=LP&cal=all&region=1	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/schedulec831.html	(from https://www.nba.com/)
18:09:27	285357/285357	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:40:58%20GMT	https://www.nba.com/news/2025-26-nba-cosm-schedule	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/news/2025-26-nba-cosm-schedule.html	(from https://www.nba.com/)
18:09:27	156/156	------	403	error ('Forbidden')	text/html	etag:%22135c8a2eed3711999b91d85b41904d27:1735847945.298387%22	https://store.nba.com/nyc-store/x-265968+z-785787-1605852944	C:/My%20Web%20Sites/NBA_Clone/store.nba.com/nyc-store/x-265968+z-785787-1605852944.97.delayed	(from https://www.nba.com/)
18:09:27	202360/202360	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:40:58%20GMT	https://www.nba.com/watch/featured	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/watch/featured.html	(from https://www.nba.com/)
18:09:27	203902/203902	------	200	untouched ('OK')	text/html	etag:%22u6svcfcuqg4ejz%22	https://www.nba.com/watch/nba-tv	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/watch/nba-tv.html	(from https://www.nba.com/)
18:09:27	315813/315813	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:40:58%20GMT	https://www.nba.com/news	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/news.html	(from https://www.nba.com/)
18:09:27	263900/263900	------	200	untouched ('OK')	text/html	etag:%22n0ybxe5g1z5ors%22	https://www.nba.com/news/category/top-stories	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/news/category/top-stories.html	(from https://www.nba.com/)
18:09:27	524450/524450	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:40:59%20GMT	https://www.nba.com/allstar/2026	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/allstar/2026.html	(from https://www.nba.com/)
18:09:27	196763/196763	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:40:59%20GMT	https://www.nba.com/players/transactions	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/players/transactions.html	(from https://www.nba.com/)
18:09:27	340046/340046	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:41:00%20GMT	https://www.nba.com/news/2025-26-nba-trade-tracker	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/news/2025-26-nba-trade-tracker.html	(from https://www.nba.com/)
18:09:27	326086/326086	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:41:00%20GMT	https://www.nba.com/nba-pioneers	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/nba-pioneers.html	(from https://www.nba.com/)
18:09:27	260080/260080	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:41:00%20GMT	https://www.nba.com/allstar/2026/schedule	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/allstar/2026/schedule.html	(from https://www.nba.com/)
18:09:27	267467/267467	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:41:01%20GMT	https://www.nba.com/allstar/2026/roster	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/allstar/2026/roster.html	(from https://www.nba.com/)
18:09:27	289525/289525	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:41:01%20GMT	https://www.nba.com/news/2026-nba-all-star-saturday-participants	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/news/2026-nba-all-star-saturday-participants.html	(from https://www.nba.com/)
18:09:27	281425/281425	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:41:01%20GMT	https://www.nba.com/allstar/2026/rising-stars-roster	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/allstar/2026/rising-stars-roster.html	(from https://www.nba.com/)
18:09:27	156/156	------	404	error ('Not%20Found')	text/html	date:Mon,%2009%20Feb%202026%2008:43:02%20GMT	https://store.nba.com/source/bm-nbacom-hp	C:/My%20Web%20Sites/NBA_Clone/store.nba.com/source/bm-nbacom-hp.131.delayed	(from https://www.nba.com/)
18:09:27	286872/286872	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:41:02%20GMT	https://www.nba.com/news/2026-nba-all-star-game-new-format	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/news/2026-nba-all-star-game-new-format.html	(from https://www.nba.com/)
18:09:27	324008/324008	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:41:02%20GMT	https://www.nba.com/news/nba-all-star-faq-2026	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/news/nba-all-star-faq-2026.html	(from https://www.nba.com/)
18:09:27	424875/424875	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:41:04%20GMT	https://www.nba.com/stats	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/stats.html	(from https://www.nba.com/)
18:09:27	279203/279203	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:41:04%20GMT	https://www.nba.com/dunk-score	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/dunk-score.html	(from https://www.nba.com/)
18:09:27	243534/243534	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:41:05%20GMT	https://www.nba.com/inside-the-game	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/inside-the-game.html	(from https://www.nba.com/)
18:09:27	486577/486577	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:41:05%20GMT	https://www.nba.com/stats/players	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/stats/players.html	(from https://www.nba.com/)
18:09:27	156/156	------	301	error ('')	text/html		https://www.nba.com/watch/league-pass-stream	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/watch/league-pass-stream.139.delayed	(from https://www.nba.com/)
18:09:27	411499/411499	------	200	untouched ('OK')	text/html	date:Mon,%2009%20Feb%202026%2008:41:06%20GMT	https://www.nba.com/stats/teams	C:/My%20Web%20Sites/NBA_Clone/www.nba.com/stats/teams.html	(from https://www.nba.com/)
